"order_id","order_date","supplier_id","supplier_name","product_id","product_name","batch_number","expiration_date","quantity_ordered","unit_of_measure","order_status","shipment_id","shipment_date","carrier_name","tracking_number","expected_delivery_date","actual_delivery_date","destination_facility_id","destination_facility_name","destination_street_address","destination_city","destination_state","destination_postal_code","destination_country","storage_location_id","storage_condition","storage_entry_date","storage_exit_date","current_inventory_level","stockout_flag","last_updated"
"ORD01085","2023-12-08T09:05:00","SUP835","Delta Healthcare","PRD3182","Oxycodone 5mg Tablets","OXYCO231208","2026-03-01","500","tablets","delivered","SHIP3182U1","2023-12-09T13:30:00","UPS Health","UPS3182U","2023-12-12","2023-12-12","FAC702","Valley ER","3000 River Rd","Cincinnati","OH","45220","USA","CTRL3C","controlled substance","2023-12-12T16:10:00","","500","false","2023-12-12T17:40:00"
"ORD01086","2023-12-09T10:22:00","SUP803","WellPath Distribution","PRD3033","Metformin 500mg Tablets","METF231209","2026-04-01","10000","tablets","shipped","SHIP3033Q2","2023-12-10T09:00:00","FedEx Health","FDX3033R","2023-12-13","","FAC715","Sunrise Family Clinic","1902 Sunrise Ave","Tampa","FL","33606","USA","STOR17R","room temperature","","","10000","false","2023-12-10T10:30:00"
"ORD01087","2023-12-10T09:20:00","SUP820","Polaris Rx Supply","PRD2044","Simvastatin 20mg Tablets","SIMV231210E","2026-04-09","5000","tablets","delivered","SHIP2044F5","2023-12-11T11:40:00","FedEx Health","FDX2044J","2023-12-14","2023-12-14","FAC729","New Hope Health Center","300 Hope Blvd","Charlotte","NC","28203","USA","STOR18S","room temperature","2023-12-14T15:30:00","","5250","false","2023-12-14T17:20:00"
"ORD01088","2023-12-11T14:21:00","SUP792","BlueCrest Medical","PRD3525","Cytarabine 100mg/ml Vials","CYTAR231211","2026-03-29","24","vials","pending","","","","","","","FAC731","Lakeside Oncology Center","1200 Lakeside Dr","Cleveland","OH","44106","USA","","hazardous","","","24","false","2023-12-11T14:23:00"
"ORD01089","2023-12-12T10:15:00","SUP835","Delta Healthcare","PRD3182","Oxycodone 5mg Tablets","OXYCO231212","2026-04-12","200","tablets","shipped","SHIP3182U2","2023-12-13T13:00:00","UPS Health","UPS3182V","2023-12-16","","FAC743","Mountainview ER","98 Skyline Ave","Denver","CO","80202","USA","CTRL4D","controlled substance","","","200","false","2023-12-13T13:30:00"
"ORD01090","2023-12-13T11:44:00","SUP820","Polaris Rx Supply","PRD2044","Simvastatin 20mg Tablets","SIMV231213F","2026-05-01","10000","tablets","delivered","SHIP2044F6","2023-12-14T12:40:00","FedEx Health","FDX2044K","2023-12-17","2023-12-17","FAC754","Silverlake Medical","200 Silver Lake Rd","Seattle","WA","98109","USA","STOR19T","room temperature","2023-12-17T15:10:00","","10200","false","2023-12-17T16:58:00"
"ORD01091","2023-12-14T10:51:00","SUP803","WellPath Distribution","PRD3173","Tetanus-Diphtheria Vaccine","TETDIP231214","2026-01-17","48","vials","delivered","SHIP3173L2","2023-12-15T14:00:00","DHL Medical","DHLX3174","2023-12-18","2023-12-18","FAC764","Eastside Clinic","3200 Hillcrest Rd","Birmingham","AL","35209","USA","COOL7H","refrigerated","2023-12-18T16:22:00","","48","false","2023-12-18T17:35:00"
"ORD01092","2023-12-15T12:19:00","SUP835","Delta Healthcare","PRD3182","Oxycodone 5mg Tablets","OXYCO231215","2026-05-10","200","tablets","cancelled","","","","","","","FAC777","Central ER","19 Main St","Boston","MA","02118","USA","","","","","0","true","2023-12-15T12:22:00"
"ORD01093","2023-12-16T08:34:00","SUP785","Everest Pharma Inc.","PRD2035","Ibuprofen 400mg Tablets","IBUP202312C","2026-03-17","8000","tablets","shipped","SHIP2035A7","2023-12-17T13:15:00","FedEx Health","FDX2035G","2023-12-20","","FAC785","Brookside Family Medicine","4567 Valley Dr","Kansas City","MO","64111","USA","STOR20U","room temperature","","","8000","false","2023-12-17T14:20:00"
"ORD01094","2023-12-17T14:11:00","SUP803","WellPath Distribution","PRD3091","Influenza Vaccine Quadrivalent","FLUVAC231217","2026-04-08","80","vials","delivered","SHIP3091A2","2023-12-18T12:40:00","UPS Health","UPS3091B","2023-12-21","2023-12-21","FAC799","Mountainview Pediatrics","559 Aspen Ct","Bozeman","MT","59715","USA","COOL8I","refrigerated","2023-12-21T14:18:00","","80","false","2023-12-21T16:01:00"
"ORD30001","2023-10-01T09:22:18Z","SUP214","MedicoPharm Inc.","PRD4021","Amoxicillin 500mg Tablets","AMX500-23102021","2025-10-01","8000","tablets","delivered","SHIP4021A","2023-10-02T14:10:00Z","FedEx Health Logistics","FDX2345678","2023-10-04","2023-10-04","FAC804","St. John Medical Center","400 Willow Ave","Cleveland","OH","44109","USA","STOR01","room temperature","2023-10-04T16:55:00Z","","8550","false","2023-10-04T18:08:00Z"
"ORD30002","2023-10-02T13:50:42Z","SUP129","HealthSource Pharma","PRD4154","Insulin Glargine Injection 100U/mL","INSGL-20231002-B","2025-10-02","40","vials","delivered","SHIP4154B","2023-10-03T10:21:00Z","UPS Healthcare","UPSGL4210","2023-10-05","2023-10-05","FAC817","Mapleview Diabetes Clinic","801 Sycamore Lane","Buffalo","NY","14209","USA","COOL03","refrigerated","2023-10-05T12:12:00Z","","40","false","2023-10-05T14:35:00Z"
"ORD30003","2023-10-03T11:42:30Z","SUP110","BioGenix Corp.","PRD4180","Morphine Sulfate 10mg/ml Ampules","MORPH10-20231003","2026-10-03","25","ampules","delivered","SHIP4180C","2023-10-04T08:02:00Z","Cardinal Courier","CRDCOR9087","2023-10-06","2023-10-06","FAC829","Sunrise Pain Therapy","292 Sunrise Blvd","Austin","TX","78702","USA","CTRL04","controlled substance","2023-10-06T11:24:00Z","","25","false","2023-10-06T13:01:00Z"
"ORD30004","2023-10-04T08:09:14Z","SUP214","MedicoPharm Inc.","PRD4027","Ibuprofen 200mg Tablets","IBU200-20231004","2026-10-04","10000","tablets","delivered","SHIP4027D","2023-10-05T15:30:00Z","FedEx Health Logistics","FDX1029384","2023-10-07","2023-10-07","FAC833","Northern General Hospital","320 Sable Rd","Minneapolis","MN","55407","USA","STOR05","room temperature","2023-10-07T17:18:00Z","","10000","false","2023-10-07T17:36:00Z"
"ORD30005","2023-10-04T10:37:09Z","SUP129","HealthSource Pharma","PRD4162","Influenza Vaccine Quadrivalent","FLUVACQ-20231004","2024-12-15","80","pre-filled syringes","shipped","SHIP4162E","2023-10-05T09:45:00Z","UPS Healthcare","UPSFVQ8133","2023-10-07","","FAC841","Westlake Family Practice","710 Maple St","Seattle","WA","98122","USA","COOL07","refrigerated","","","80","false","2023-10-05T12:13:00Z"
"ORD30006","2023-10-05T11:32:36Z","SUP235","Northside Pharma Ltd.","PRD4230","Oxycodone 5mg Capsules","OXY5-20231005","2025-12-01","20","capsules","delivered","SHIP4230F","2023-10-06T08:37:00Z","Amerisource Bergen","AMBG5230","2023-10-08","2023-10-08","FAC848","Green Valley Pain Clinic","1228 Oakridge Dr","Denver","CO","80218","USA","CTRL11","controlled substance","2023-10-08T13:22:00Z","","0","true","2023-10-08T15:04:00Z"
"ORD30007","2023-10-06T10:03:48Z","SUP160","Global Health Solutions","PRD4257","Paracetamol 500mg Tablets","PAR500-20231006","2026-10-06","6000","tablets","delivered","SHIP4257G","2023-10-07T13:47:00Z","DHL Medical Express","DHL425700","2023-10-09","2023-10-09","FAC854","Central Regional Hospital","5018 Broadway","Columbus","OH","43215","USA","STOR12","room temperature","2023-10-09T16:22:00Z","","6425","false","2023-10-09T16:41:00Z"
"ORD30008","2023-10-07T09:16:12Z","SUP142","Silverline Remedies","PRD4288","Vancomycin 1g Vials","VANCO1G-20231007","2025-11-30","50","vials","shipped","SHIP4288H","2023-10-08T12:10:00Z","Cardinal Courier","CRDVAN1123","2023-10-11","","FAC861","Bay Area Health Center","3033 Market St","San Francisco","CA","94114","USA","COOL22","refrigerated","","","50","false","2023-10-08T12:15:00Z"
"ORD30009","2023-10-08T13:26:19Z","SUP110","BioGenix Corp.","PRD4329","Cisplatin 50mg/50ml Vials","CISPL-20231008","2025-12-30","16","vials","delivered","SHIP4329I","2023-10-09T09:24:00Z","FedEx Health Logistics","FDXCIS9082","2023-10-12","2023-10-12","FAC869","Lakeside Oncology Center","2100 Lakeview Dr","Madison","WI","53703","USA","HAZ15","hazardous","2023-10-12T14:00:00Z","","0","true","2023-10-12T15:35:00Z"
"ORD30010","2023-10-09T11:17:29Z","SUP214","MedicoPharm Inc.","PRD4021","Amoxicillin 500mg Tablets","AMX500-20231009","2025-10-09","9000","tablets","delivered","SHIP4021J","2023-10-10T16:20:00Z","DHL Medical Express","DHLAMX6382","2023-10-13","2023-10-13","FAC874","East Bay Community Hospital","5720 Hilltop Rd","Oakland","CA","94618","USA","STOR15","room temperature","2023-10-13T18:41:00Z","","9450","false","2023-10-13T19:09:00Z"
"ORD30011","2023-10-10T13:40:22Z","SUP129","HealthSource Pharma","PRD4154","Insulin Glargine Injection 100U/mL","INSGL-20231010","2026-10-10","60","vials","pending","","","","","","","FAC880","Pine Ridge Endocrine","1502 Pine Ridge St","Portland","OR","97214","USA","","refrigerated","","","60","false","2023-10-10T14:00:00Z"
"ORD30012","2023-10-11T15:55:19Z","SUP160","Global Health Solutions","PRD4362","Metformin 850mg Tablets","MET850-20231011","2026-10-11","5000","tablets","delivered","SHIP4362K","2023-10-12T14:12:00Z","FedEx Health Logistics","FDXM850124","2023-10-15","2023-10-15","FAC885","Southwest Medical Center","1190 Elm St","Phoenix","AZ","85012","USA","STOR25","room temperature","2023-10-15T15:44:00Z","","5150","false","2023-10-15T16:25:00Z"
"ORD30013","2023-10-12T12:50:00Z","SUP142","Silverline Remedies","PRD4288","Vancomycin 1g Vials","VANCO1G-20231012","2025-12-31","30","vials","shipped","SHIP4288L","2023-10-13T11:30:00Z","UPS Healthcare","UPSVAN4721","2023-10-17","","FAC891","Riverbend Hospital","210 River Bend Ave","Sacramento","CA","95819","USA","COOL37","refrigerated","","","30","false","2023-10-13T13:04:00Z"
"ORD30014","2023-10-13T09:14:18Z","SUP235","Northside Pharma Ltd.","PRD4238","Epinephrine 1mg/mL Ampules","EPI1MG-20231013","2025-12-31","18","ampules","delivered","SHIP4238M","2023-10-14T08:00:00Z","Amerisource Bergen","AMBG2381","2023-10-18","2023-10-18","FAC897","Evergreen General Hospital","4200 Evergreen Dr","Houston","TX","77019","USA","STOR19","room temperature","2023-10-18T13:12:00Z","","18","false","2023-10-18T15:21:00Z"
"ORD30015","2023-10-14T10:10:20Z","SUP160","Global Health Solutions","PRD4405","Doxycycline 100mg Capsules","DOXY100-20231014","2026-10-14","4500","capsules","delivered","SHIP4405N","2023-10-15T15:50:00Z","DHL Medical Express","DHLDOX9087","2023-10-17","2023-10-17","FAC903","Coastal Family Medical","980 Harbor Blvd","San Diego","CA","92103","USA","STOR31","room temperature","2023-10-17T17:09:00Z","","4600","false","2023-10-17T17:14:00Z"
"ORD30016","2023-10-15T08:32:55Z","SUP214","MedicoPharm Inc.","PRD4027","Ibuprofen 200mg Tablets","IBU200-20231015","2026-10-15","9500","tablets","delivered","SHIP4027O","2023-10-16T13:25:00Z","FedEx Health Logistics","FDXIBU2384","2023-10-19","2023-10-19","FAC909","Lakeshore Medical Center","2201 Lake Dr","Chicago","IL","60616","USA","STOR38","room temperature","2023-10-19T18:00:00Z","","10100","false","2023-10-19T18:20:00Z"
"ORD30017","2023-10-16T07:29:42Z","SUP110","BioGenix Corp.","PRD4180","Morphine Sulfate 10mg/ml Ampules","MORPH10-20231016","2026-10-16","18","ampules","shipped","SHIP4180P","2023-10-17T08:33:00Z","Cardinal Courier","CRDMRPH180","2023-10-20","","FAC915","Lincoln Recovery Clinic","336 Central Ave","Kansas City","MO","64108","USA","CTRL23","controlled substance","","","18","false","2023-10-17T09:04:00Z"
"ORD30018","2023-10-17T13:15:09Z","SUP129","HealthSource Pharma","PRD4154","Insulin Glargine Injection 100U/mL","INSGL-20231017","2026-10-17","70","vials","pending","","","","","","","FAC921","Mountain View Diabetes","1012 Aspen Rd","Boise","ID","83702","USA","","refrigerated","","","70","false","2023-10-17T13:47:00Z"
"ORD30019","2023-10-18T12:03:48Z","SUP110","BioGenix Corp.","PRD4409","Warfarin Sodium 5mg Tablets","WARF5MG-20231018","2026-10-18","1000","tablets","shipped","SHIP4409Q","2023-10-19T11:30:00Z","FedEx Health Logistics","FDXWAR4009","2023-10-22","","FAC927","Pioneer Cardiology Clinic","6601 Pioneer Pkwy","Peoria","IL","61615","USA","STOR49","room temperature","","","1000","false","2023-10-19T17:01:00Z"
"ORD30020","2023-10-19T14:45:06Z","SUP214","MedicoPharm Inc.","PRD4422","Clopidogrel 75mg Tablets","CLOPI75-20231019","2026-10-19","3000","tablets","delivered","SHIP4422R","2023-10-20T09:30:00Z","UPS Healthcare","UPSCLO4422","2023-10-23","2023-10-23","FAC933","Southgate Medical Center","3177 Southgate Rd","Atlanta","GA","30315","USA","STOR56","room temperature","2023-10-23T13:20:00Z","","3200","false","2023-10-23T16:42:00Z"
"ORD30021","2023-10-20T09:08:53Z","SUP235","Northside Pharma Ltd.","PRD4238","Epinephrine 1mg/mL Ampules","EPI1MG-20231020","2025-12-31","24","ampules","pending","","","","","","","FAC939","Meridian Emergency Center","1222 Meridian Ave","Miami","FL","33139","USA","","room temperature","","","24","false","2023-10-20T09:16:00Z"
"ORD30022","2023-10-21T12:31:40Z","SUP160","Global Health Solutions","PRD4405","Doxycycline 100mg Capsules","DOXY100-20231021","2026-10-21","4000","capsules","delivered","SHIP4405S","2023-10-22T10:45:00Z","DHL Medical Express","DHLDXY4000","2023-10-25","2023-10-25","FAC945","Newport Health Group","2100 Newport Dr","Newport","RI","02840","USA","STOR65","room temperature","2023-10-25T14:18:00Z","","4000","false","2023-10-25T14:55:00Z"
"ORD30023","2023-10-22T14:15:35Z","SUP142","Silverline Remedies","PRD4437","Human Rabies Vaccine","HRV-20231022","2025-11-01","32","vials","pending","","","","","","","FAC951","Summit Animal Clinic","420 Summit Ave","Dallas","TX","75205","USA","","refrigerated","","","32","false","2023-10-22T15:02:00Z"
"ORD30024","2023-10-23T11:23:09Z","SUP214","MedicoPharm Inc.","PRD4422","Clopidogrel 75mg Tablets","CLOPI75-20231023","2026-10-23","2000","tablets","delivered","SHIP4422T","2023-10-24T09:10:00Z","FedEx Health Logistics","FDXCLO4422","2023-10-27","2023-10-27","FAC957","Weston Cardiology Center","930 Weston Blvd","Weston","FL","33326","USA","STOR71","room temperature","2023-10-27T18:37:00Z","","2000","false","2023-10-27T19:15:00Z"
"ORD30025","2023-10-24T08:39:14Z","SUP110","BioGenix Corp.","PRD4180","Morphine Sulfate 10mg/ml Ampules","MORPH10-20231024","2026-10-24","8","ampules","delivered","SHIP4180U","2023-10-25T10:30:00Z","Cardinal Courier","CRDMRPH800","2023-10-28","2023-10-28","FAC963","Harmony Psychiatric Clinic","212 Harmony Rd","Cincinnati","OH","45219","USA","CTRL36","controlled substance","2023-10-28T12:00:00Z","","0","true","2023-10-28T12:00:00Z"
"ORD30026","2023-10-25T13:11:11Z","SUP235","Northside Pharma Ltd.","PRD4230","Oxycodone 5mg Capsules","OXY5-20231025","2025-12-31","12","capsules","pending","","","","","","","FAC969","Parkside Pain Center","800 Parkside St","Philadelphia","PA","19104","USA","","controlled substance","","","12","false","2023-10-25T15:21:00Z"
"ORD30027","2023-10-26T10:16:45Z","SUP160","Global Health Solutions","PRD4405","Doxycycline 100mg Capsules","DOXY100-20231026","2026-10-26","3500","capsules","delivered","SHIP4405V","2023-10-27T12:00:00Z","FedEx Health Logistics","FDXDXY3500","2023-10-30","2023-10-30","FAC975","Eastgate Medical Group","1899 Eastgate Dr","Lexington","KY","40502","USA","STOR89","room temperature","2023-10-30T13:45:00Z","","3500","false","2023-10-30T14:17:00Z"
"ORD30028","2023-10-27T09:21:36Z","SUP110","BioGenix Corp.","PRD4329","Cisplatin 50mg/50ml Vials","CISPL-20231027","2025-12-31","10","vials","delivered","SHIP4329W","2023-10-28T11:08:00Z","Cardinal Courier","CRDCIS0923","2023-10-31","2023-10-31","FAC981","River Valley Oncology","420 River Valley Ln","Little Rock","AR","72202","USA","HAZ47","hazardous","2023-10-31T13:09:00Z","","10","false","2023-10-31T13:20:00Z"
"ORD30029","2023-10-28T13:11:57Z","SUP214","MedicoPharm Inc.","PRD4021","Amoxicillin 500mg Tablets","AMX500-20231028","2025-10-28","8500","tablets","delivered","SHIP4021X","2023-10-29T15:30:00Z","UPS Healthcare","UPSAMX8500","2023-11-01","2023-11-01","FAC987","Highland Medical Center","555 Highland Ave","Boston","MA","02118","USA","STOR92","room temperature","2023-11-01T18:44:00Z","","9000","false","2023-11-01T19:10:00Z"
"ORD30030","2023-10-29T11:26:48Z","SUP129","HealthSource Pharma","PRD4154","Insulin Glargine Injection 100U/mL","INSGL-20231029","2026-10-29","45","vials","shipped","SHIP4154Y","2023-10-30T10:10:00Z","FedEx Health Logistics","FDXING4500","2023-11-02","","FAC993","Riverside Endocrine Clinic","900 Riverside Dr","St. Louis","MO","63108","USA","COOL53","refrigerated","","","45","false","2023-10-30T11:55:00Z"
"ORD30031","2023-10-30T13:18:09Z","SUP160","Global Health Solutions","PRD4405","Doxycycline 100mg Capsules","DOXY100-20231030","2026-10-30","5000","capsules","delivered","SHIP4405Z","2023-10-31T11:30:00Z","UPS Healthcare","UPSXDO5000","2023-11-03","2023-11-03","FAC999","Metro Medical Center","400 Metro Center Dr","Charlotte","NC","28202","USA","STOR98","room temperature","2023-11-03T16:05:00Z","","5150","false","2023-11-03T17:10:00Z"
"ORD30032","2023-10-31T10:20:15Z","SUP110","BioGenix Corp.","PRD4180","Morphine Sulfate 10mg/ml Ampules","MORPH10-20231031","2026-10-31","20","ampules","pending","","","","","","","FAC100","Cedar Ridge Rehab","983 Cedar Ridge Dr","Indianapolis","IN","46202","USA","","controlled substance","","","20","false","2023-10-31T11:31:00Z"
"ORD30033","2023-11-01T15:33:22Z","SUP214","MedicoPharm Inc.","PRD4422","Clopidogrel 75mg Tablets","CLOPI75-20231101","2026-11-01","1000","tablets","shipped","SHIP4422AA","2023-11-02T10:28:00Z","FedEx Health Logistics","FDXCLP4422","2023-11-05","","FAC102","Northpoint Cardiology","967 Northpoint Dr","Baltimore","MD","21201","USA","STOR101","room temperature","","","1000","false","2023-11-02T15:32:00Z"
"ORD30034","2023-11-02T14:22:52Z","SUP235","Northside Pharma Ltd.","PRD4230","Oxycodone 5mg Capsules","OXY5-20231102","2025-12-31","15","capsules","cancelled","","","","","","","FAC104","Riverside Rehab Center","214 Riverside Dr","Jacksonville","FL","32204","USA","","","","","0","true","2023-11-02T15:11:00Z"
"ORD30035","2023-11-03T13:16:39Z","SUP129","HealthSource Pharma","PRD4154","Insulin Glargine Injection 100U/mL","INSGL-20231103","2026-11-03","55","vials","shipped","SHIP4154AB","2023-11-04T09:37:00Z","UPS Healthcare","UPSGL4150","2023-11-07","","FAC106","Sunset Endocrine Clinic","300 Sunset Blvd","Los Angeles","CA","90026","USA","COOL120","refrigerated","","","55","false","2023-11-04T10:11:00Z"
"ORD30036","2023-11-04T09:19:09Z","SUP214","MedicoPharm Inc.","PRD4027","Ibuprofen 200mg Tablets","IBU200-20231104","2026-11-04","10000","tablets","delivered","SHIP4027AC","2023-11-05T14:10:00Z","FedEx Health Logistics","FDXIBU1000","2023-11-08","2023-11-08","FAC108","Westside Medical Center","1000 Westside Dr","Denver","CO","80204","USA","STOR112","room temperature","2023-11-08T16:44:00Z","","10000","false","2023-11-08T17:29:00Z"
"ORD30037","2023-11-05T14:22:18Z","SUP110","BioGenix Corp.","PRD4329","Cisplatin 50mg/50ml Vials","CISPL-20231105","2025-12-31","20","vials","shipped","SHIP4329AD","2023-11-06T13:10:00Z","Cardinal Courier","CRDCIS8232","2023-11-09","","FAC110","Downtown Oncology Center","88 Downtown Ave","Houston","TX","77002","USA","HAZ121","hazardous","","","20","false","2023-11-06T14:37:00Z"
"ORD30038","2023-11-06T10:28:44Z","SUP129","HealthSource Pharma","PRD4154","Insulin Glargine Injection 100U/mL","INSGL-20231106","2026-11-06","15","vials","backordered","","","","","","","FAC112","Beacon Diabetes Center","1201 Beacon St","Raleigh","NC","27601","USA","","refrigerated","","","0","true","2023-11-06T11:00:00Z"
"ORD30039","2023-11-07T12:17:38Z","SUP110","BioGenix Corp.","PRD4180","Morphine Sulfate 10mg/ml Ampules","MORPH10-20231107","2026-11-07","22","ampules","pending","","","","","","","FAC114","Liberty Pain Clinic","130 Liberty Rd","Columbia","SC","29201","USA","","controlled substance","","","22","false","2023-11-07T13:32:00Z"
"ORD30040","2023-11-08T09:45:05Z","SUP214","MedicoPharm Inc.","PRD4021","Amoxicillin 500mg Tablets","AMX500-20231108","2025-11-08","9000","tablets","delivered","SHIP4021AE","2023-11-09T15:30:00Z","UPS Healthcare","UPSAMX9000","2023-11-12","2023-11-12","FAC116","Eastside General Hospital","800 Eastside Ave","New York","NY","10032","USA","STOR120","room temperature","2023-11-12T18:35:00Z","","9500","false","2023-11-12T19:18:00Z"
"ORD30041","2023-11-09T13:32:19Z","SUP129","HealthSource Pharma","PRD4154","Insulin Glargine Injection 100U/mL","INSGL-20231109","2026-11-09","50","vials","shipped","SHIP4154AF","2023-11-10T11:12:00Z","FedEx Health Logistics","FDXINS5040","2023-11-13","","FAC118","Grandview Endocrine Center","310 Grandview Rd","San Jose","CA","95112","USA","COOL145","refrigerated","","","50","false","2023-11-10T13:17:00Z"
"ORD30042","2023-11-10T13:46:30Z","SUP160","Global Health Solutions","PRD4405","Doxycycline 100mg Capsules","DOXY100-20231110","2026-11-10","2500","capsules","delivered","SHIP4405AG","2023-11-11T12:30:00Z","DHL Medical Express","DHLDXY2500","2023-11-14","2023-11-14","FAC120","Park Avenue Medical","1200 Park Ave","Newark","NJ","07102","USA","STOR125","room temperature","2023-11-14T16:33:00Z","","2700","false","2023-11-14T17:10:00Z"
"ORD30043","2023-11-11T12:07:46Z","SUP214","MedicoPharm Inc.","PRD4422","Clopidogrel 75mg Tablets","CLOPI75-20231111","2026-11-11","1500","tablets","delivered","SHIP4422AH","2023-11-12T09:17:00Z","FedEx Health Logistics","FDXCLO1500","2023-11-15","2023-11-15","FAC122","Sunrise Cardiology","1500 Sunrise Blvd","Orlando","FL","32801","USA","STOR130","room temperature","2023-11-15T17:08:00Z","","1500","false","2023-11-15T18:22:00Z"
"ORD30044","2023-11-12T13:30:11Z","SUP110","BioGenix Corp.","PRD4409","Warfarin Sodium 5mg Tablets","WARF5MG-20231112","2026-11-12","1500","tablets","shipped","SHIP4409AI","2023-11-13T10:19:00Z","UPS Healthcare","UPSWAR1500","2023-11-16","","FAC124","Redwood Medical Group","600 Redwood Ave","San Mateo","CA","94401","USA","STOR135","room temperature","","","1500","false","2023-11-13T12:05:00Z"
"ORD30045","2023-11-13T14:19:31Z","SUP235","Northside Pharma Ltd.","PRD4230","Oxycodone 5mg Capsules","OXY5-20231113","2025-12-31","18","capsules","delivered","SHIP4230AJ","2023-11-14T16:08:00Z","Amerisource Bergen","AMBGOXY18","2023-11-17","2023-11-17","FAC126","Lakeside Pain Clinic","1205 Lakeside Dr","Fargo","ND","58103","USA","CTRL152","controlled substance","2023-11-17T19:00:00Z","","0","true","2023-11-17T19:00:00Z"
"ORD30046","2023-11-14T12:09:13Z","SUP160","Global Health Solutions","PRD4405","Doxycycline 100mg Capsules","DOXY100-20231114","2026-11-14","3000","capsules","delivered","SHIP4405AK","2023-11-15T09:33:00Z","DHL Medical Express","DHLDXY3000","2023-11-18","2023-11-18","FAC128","Brookside Medical","725 Brookside St","Des Moines","IA","50309","USA","STOR140","room temperature","2023-11-18T13:44:00Z","","3000","false","2023-11-18T14:30:00Z"
"ORD30047","2023-11-15T13:10:15Z","SUP214","MedicoPharm Inc.","PRD4422","Clopidogrel 75mg Tablets","CLOPI75-20231115","2026-11-15","1750","tablets","delivered","SHIP4422AL","2023-11-16T11:40:00Z","FedEx Health Logistics","FDXCLO1750","2023-11-19","2023-11-19","FAC130","Central Cardiology Clinic","1330 Central Ave","Columbus","OH","43215","USA","STOR145","room temperature","2023-11-19T17:39:00Z","","1750","false","2023-11-19T18:25:00Z"
"ORD30048","2023-11-16T09:18:32Z","SUP110","BioGenix Corp.","PRD4409","Warfarin Sodium 5mg Tablets","WARF5MG-20231116","2026-11-16","1800","tablets","shipped","SHIP4409AM","2023-11-17T12:00:00Z","FedEx Health Logistics","FDXWAR1800","2023-11-20","","FAC132","Heartland Medical","1320 Heartland Dr","Columbia","MO","65201","USA","STOR150","room temperature","","","1800","false","2023-11-17T13:22:00Z"
"ORD30049","2023-11-17T15:11:44Z","SUP235","Northside Pharma Ltd.","PRD4230","Oxycodone 5mg Capsules","OXY5-20231117","2025-12-31","10","capsules","cancelled","","","","","","","FAC134","Summit Recovery Center","101 Summit Dr","Cleveland","OH","44113","USA","","","","","0","true","2023-11-17T16:00:00Z"
"ORD30050","2023-11-18T08:55:10Z","SUP160","Global Health Solutions","PRD4405","Doxycycline 100mg Capsules","DOXY100-20231118","2026-11-18","3500","capsules","delivered","SHIP4405AN","2023-11-19T11:40:00Z","DHL Medical Express","DHLDXY3500","2023-11-22","2023-11-22","FAC136","Oakwood Health Group","1400 Oakwood Blvd","Nashville","TN","37208","USA","STOR155","room temperature","2023-11-22T14:30:00Z","","3500","false","2023-11-22T15:11:00Z"
"ORD20001","2023-01-15T10:12:00Z","SUP203","NorthStar Pharma","PRD3102","Atorvastatin Calcium Tablets","ATC20230115A","2025-01-14","5000","tablets","delivered","SHIP3102A","2023-01-16T13:45:00Z","AmeriExpress Logistics","AMEX3102A","2023-01-19","2023-01-19","FAC401","Green Valley Medical Center","220 Oak Avenue","Fresno","CA","93710","USA","STOR1201","room temperature","2023-01-19T15:30:00Z","","5200","false","2023-01-19T16:00:00Z"
"ORD20002","2023-03-04T08:22:00Z","SUP112","GlobeChem Supply","PRD4445","Insulin Glargine Injection","IGI20230304B","2026-03-03","48","vials","shipped","SHIP4445B","2023-03-05T10:14:00Z","FedMedical Freight","FMF4445B2","2023-03-08","","FAC317","Maplewood Community Hospital","77 Maple St","Durham","NC","27701","USA","COOL4102","refrigerated","","","48","false","2023-03-05T10:25:00Z"
"ORD20003","2023-05-10T15:05:00Z","SUP156","Everest Life Sciences","PRD2287","Morphine Sulfate Injection","MSI20230510","2025-05-09","30","ampules","delivered","SHIP2287E","2023-05-11T09:00:00Z","Cardinal Courier","CC2287E","2023-05-13","2023-05-13","FAC528","St. Agnes Regional Medical","301 Elm Drive","Minneapolis","MN","55401","USA","CTRL528A","controlled substance","2023-05-13T11:45:00Z","","30","false","2023-05-13T12:00:00Z"
"ORD20004","2023-07-21T11:18:00Z","SUP210","Atlantic Pharma Group","PRD6712","Influenza Vaccine Quadrivalent","IVQ20230721","2024-09-30","80","pre-filled syringes","pending","","","","","","","FAC813","Westlake Pediatric Clinic","990 Meadow Lane","Boise","ID","83702","USA","","refrigerated","","","80","false","2023-07-21T11:32:00Z"
"ORD20005","2023-11-02T13:30:00Z","SUP119","PanMed Pharmaceuticals","PRD5579","Paracetamol Oral Suspension","POS20231102C","2026-11-01","0","bottles","cancelled","","","","","","","FAC234","Lincoln Health Pharmacy","411 Oakridge Lane","Ottawa","ON","K1A0B1","Canada","","","","","0","true","2023-11-02T14:00:00Z"
